2023-07-27 10:33:03.011 [http-nio-8080-exec-6] ERROR c.b.s.c.a.ExceptionAdvice - [handleException,29] - org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186)
2023-07-27 10:33:03.011 [http-nio-8080-exec-6] ERROR c.b.s.c.a.ExceptionAdvice - [handleException,29] - org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed(CglibAopProxy.java:749)
2023-07-27 10:33:03.011 [http-nio-8080-exec-6] ERROR c.b.s.c.a.ExceptionAdvice - [handleException,29] - org.springframework.aop.framework.CglibAopProxy$DynamicAdvisedInterceptor.intercept(CglibAopProxy.java:691)
2023-07-27 10:33:03.012 [http-nio-8080-exec-6] ERROR c.b.s.c.a.ExceptionAdvice - [handleException,29] - com.benewake.saleordersystem.service.impl.InquiryServiceImpl$$EnhancerBySpringCGLIB$$7914c79c.selectSalesOrderVoList(<generated>)
2023-07-27 10:33:03.012 [http-nio-8080-exec-6] ERROR c.b.s.c.a.ExceptionAdvice - [handleException,29] - com.benewake.saleordersystem.controller.SaleOrderController.selectList(SaleOrderController.java:95)
2023-07-27 10:33:03.012 [http-nio-8080-exec-6] ERROR c.b.s.c.a.ExceptionAdvice - [handleException,29] - com.benewake.saleordersystem.controller.SaleOrderController$$FastClassBySpringCGLIB$$cf2c6a0c.invoke(<generated>)
2023-07-27 10:33:03.012 [http-nio-8080-exec-6] ERROR c.b.s.c.a.ExceptionAdvice - [handleException,29] - org.springframework.cglib.proxy.MethodProxy.invoke(MethodProxy.java:218)
2023-07-27 10:33:03.012 [http-nio-8080-exec-6] ERROR c.b.s.c.a.ExceptionAdvice - [handleException,29] - org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.invokeJoinpoint(CglibAopProxy.java:771)
2023-07-27 10:33:03.013 [http-nio-8080-exec-6] ERROR c.b.s.c.a.ExceptionAdvice - [handleException,29] - org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:163)
2023-07-27 10:33:03.013 [http-nio-8080-exec-6] ERROR c.b.s.c.a.ExceptionAdvice - [handleException,29] - org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed(CglibAopProxy.java:749)
2023-07-27 10:33:03.013 [http-nio-8080-exec-6] ERROR c.b.s.c.a.ExceptionAdvice - [handleException,29] - org.springframework.aop.aspectj.MethodInvocationProceedingJoinPoint.proceed(MethodInvocationProceedingJoinPoint.java:88)
2023-07-27 10:33:03.013 [http-nio-8080-exec-6] ERROR c.b.s.c.a.ExceptionAdvice - [handleException,29] - com.benewake.saleordersystem.aspect.LogAspect.before(LogAspect.java:74)
2023-07-27 10:33:03.013 [http-nio-8080-exec-6] ERROR c.b.s.c.a.ExceptionAdvice - [handleException,29] - sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
2023-07-27 10:33:03.014 [http-nio-8080-exec-6] ERROR c.b.s.c.a.ExceptionAdvice - [handleException,29] - sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
2023-07-27 10:33:03.014 [http-nio-8080-exec-6] ERROR c.b.s.c.a.ExceptionAdvice - [handleException,29] - sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
2023-07-27 10:33:03.014 [http-nio-8080-exec-6] ERROR c.b.s.c.a.ExceptionAdvice - [handleException,29] - java.lang.reflect.Method.invoke(Method.java:498)
2023-07-27 10:33:03.014 [http-nio-8080-exec-6] ERROR c.b.s.c.a.ExceptionAdvice - [handleException,29] - org.springframework.aop.aspectj.AbstractAspectJAdvice.invokeAdviceMethodWithGivenArgs(AbstractAspectJAdvice.java:644)
2023-07-27 10:33:03.014 [http-nio-8080-exec-6] ERROR c.b.s.c.a.ExceptionAdvice - [handleException,29] - org.springframework.aop.aspectj.AbstractAspectJAdvice.invokeAdviceMethod(AbstractAspectJAdvice.java:633)
2023-07-27 10:33:03.014 [http-nio-8080-exec-6] ERROR c.b.s.c.a.ExceptionAdvice - [handleException,29] - org.springframework.aop.aspectj.AspectJAroundAdvice.invoke(AspectJAroundAdvice.java:70)
2023-07-27 10:33:03.015 [http-nio-8080-exec-6] ERROR c.b.s.c.a.ExceptionAdvice - [handleException,29] - org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186)
2023-07-27 10:33:03.015 [http-nio-8080-exec-6] ERROR c.b.s.c.a.ExceptionAdvice - [handleException,29] - org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed(CglibAopProxy.java:749)
